Gender ID steps bmi
W 830 7731 26.4
W 833 7731 26.3
W 834 7731 26.1
W 835 7731 26.3
W 836 7731 26.5
W 837 7731 26.4
W 838 7731 26.5
W 839 7731 26.6
W 841 7731 26.5
W 842 7731 26.7
W 844 7731 21.7
W 846 7731 17.6
W 849 7593 30.3
W 852 7593 28.8
W 853 7593 28.9
W 854 7593 28.1
W 859 7593 21.5
W 860 7593 21.5
W 861 7593 17.4
W 862 7593 17.4
W 865 7431 31.7
W 868 7431 30.3
W 870 7431 30.0
W 873 7431 29.4
W 874 7431 29.3
W 875 7431 29.3
W 877 7431 29.2
W 879 7431 29.2
W 880 7431 29.3
W 882 7431 29.1
W 883 7431 29.1
W 884 7431 28.7
W 886 7431 29.1
W 892 7431 27.8
W 893 7431 28.2
W 895 7431 26.1
W 897 7431 21.3
W 898 7431 21.3
W 901 7431 17.6
W 903 7431 17.6
W 904 7431 15.4
W 906 7269 31.8
W 907 7269 31.7
W 909 7269 31.4
W 911 7269 30.0
W 916 7269 29.2
W 918 7269 29.2
W 919 7269 29.1
W 923 7269 29.1
W 924 7269 29.2
W 926 7269 29.1
W 927 7269 29.3
W 928 7269 29.2
W 930 7269 29.3
W 931 7269 28.7
W 933 7269 29.0
W 934 7269 29.0
W 935 7269 29.0
W 937 7269 28.1
W 938 7269 27.5
W 939 7269 26.1
W 941 7269 25.2
W 942 7269 26.7
W 943 7269 21.6
W 946 7269 17.8
W 948 7130 31.3
W 950 7130 30.4
W 952 7130 30.0
W 958 7130 29.4
W 960 7130 29.1
W 961 7130 29.2
W 964 7130 29.1
W 966 7130 29.1
W 967 7130 29.3
W 968 7130 29.4
W 970 7130 29.2
W 972 7130 29.0
W 973 7130 28.7
W 974 7130 29.2
W 978 7130 28.1
W 979 7130 29.0
W 984 7130 27.5
W 985 7130 26.8
W 988 7130 26.1
W 990 7130 20.8
W 993 7130 17.7
W 996 6968 31.6
W 997 6968 31.2
W 998 6968 31.2
W 1003 6968 29.5
W 1004 6968 29.5
W 1005 6968 29.5
W 1006 6968 29.2
W 1007 6968 29.0
W 1008 6968 29.1
W 1009 6968 29.1
W 1017 6968 27.7
W 1018 6968 27.7
W 1021 6968 26.8
W 1023 6968 25.3
W 1030 6829 31.6
W 1031 6829 31.2
W 1032 6829 30.4
W 1035 6829 29.5
W 1036 6829 28.8
W 1037 6829 28.8
W 1038 6829 26.8
W 1040 6829 26.2
W 1041 6829 25.2
W 1042 6829 25.3
W 1043 6829 21.6
W 1045 6829 20.6
W 1048 6829 20.3
W 1049 6829 17.8
W 1050 6829 17.8
W 1051 6829 17.8
W 1053 6667 31.6
W 1054 6667 31.1
W 1056 6667 30.4
W 1058 6667 29.5
W 1059 6667 28.9
W 1060 6667 28.9
W 1062 6667 26.9
W 1065 6667 26.3
W 1067 6667 26.3
W 1069 6667 26.4
W 1071 6667 25.1
W 1072 6667 25.1
W 1073 6667 21.6
W 1075 6667 20.7
W 1076 6667 20.8
W 1077 6667 20.7
W 1078 6667 19.9
W 1079 6667 19.8
W 1080 6667 19.8
W 1089 6528 30.3
W 1090 6528 30.3
W 1091 6528 29.9
W 1094 6528 29.5
W 1095 6528 29.2
W 1096 6528 29.2
W 1098 6528 29.3
W 1099 6528 29.2
W 1103 6528 28.2
W 1105 6528 26.9
W 1108 6528 25.5
W 1110 6528 25.0
W 1111 6528 21.6
W 1112 6528 21.0
W 1113 6528 21.0
W 1116 6528 21.1
W 1117 6528 19.4
W 1122 6528 19.3
W 1125 6528 19.3
W 1126 6528 19.2
W 1130 6528 17.8
W 1131 6528 17.8
W 1133 6366 31.4
W 1135 6366 31.3
W 1137 6366 31.4
W 1138 6366 31.1
W 1139 6366 31.2
W 1141 6366 30.9
W 1142 6366 30.3
W 1143 6366 30.3
W 1144 6366 29.8
W 1145 6366 29.8
W 1149 6366 28.2
W 1150 6366 28.1
W 1151 6366 27.5
W 1153 6366 28.2
W 1154 6366 27.1
W 1157 6366 26.4
W 1159 6366 25.6
W 1161 6366 24.9
W 1162 6366 21.7
W 1164 6366 21.3
W 1166 6366 18.1
W 1167 6366 18.1
W 1168 6366 17.8
W 1169 6366 18.1
W 1171 6227 31.0
W 1173 6227 31.0
W 1174 6227 31.0
W 1175 6227 30.9
W 1176 6227 30.9
W 1178 6227 30.8
W 1181 6227 29.6
W 1183 6227 29.6
W 1186 6227 28.4
W 1188 6227 27.9
W 1189 6227 28.0
W 1190 6227 27.2
W 1191 6227 27.5
W 1195 6227 27.2
W 1197 6227 26.5
W 1199 6227 25.6
W 1202 6227 24.8
W 1203 6227 24.7
W 1204 6227 21.3
W 1205 6227 21.7
W 1207 6227 21.5
W 1208 6227 17.5
W 1212 6227 15.8
W 1215 6065 30.6
W 1216 6065 30.1
W 1220 6065 27.8
W 1222 6065 27.4
W 1223 6065 27.5
W 1224 6065 25.8
W 1227 6065 24.6
W 1229 6065 21.8
W 1232 6065 21.3
W 1236 6065 17.6
W 1237 6065 17.2
W 1239 6065 16.0
W 1244 5903 29.9
W 1246 5903 28.9
W 1247 5903 28.9
W 1248 5903 27.7
W 1253 5903 25.9
W 1256 5903 24.4
W 1259 5903 21.9
W 1260 5903 21.2
W 1261 5903 21.2
W 1264 5903 17.0
W 1265 5764 30.4
W 1269 5764 27.9
W 1272 5764 27.2
W 1274 5764 27.3
W 1277 5764 26.2
W 1278 5764 26.2
W 1281 5764 24.1
W 1284 5764 22.1
W 1285 5764 22.1
W 1286 5764 21.1
W 1287 5764 21.1
W 1288 5764 17.6
W 1290 5764 17.0
W 1293 5602 28.1
W 1294 5602 28.1
W 1297 5602 26.3
W 1298 5602 23.7
W 1300 5602 23.8
W 1301 5602 23.8
W 1302 5602 22.4
W 1304 5602 22.5
W 1305 5602 21.0
W 1307 5602 17.0
W 1309 5602 17.7
W 1310 5463 30.0
W 1311 5463 29.9
W 1315 5463 28.2
W 1316 5463 28.3
W 1319 5463 20.9
W 1321 5463 17.7
W 1322 5463 17.0
W 1324 5301 29.8
W 1326 5301 29.6
W 1329 5301 28.8
W 1330 5301 28.7
W 1331 5301 28.7
W 1332 5301 28.7
W 1333 5301 28.7
W 1335 5301 28.7
W 1336 5301 28.2
W 1337 5301 26.3
W 1338 5301 26.3
W 1340 5301 23.4
W 1342 5301 20.6
W 1343 5301 20.7
W 1347 5301 19.2
W 1349 5301 19.0
W 1350 5301 19.1
W 1353 5301 19.2
W 1354 5301 19.0
W 1355 5301 19.1
W 1357 5301 18.3
W 1359 5301 19.0
W 1361 5301 18.4
W 1365 5301 18.3
W 1368 5162 29.8
W 1369 5162 29.4
W 1372 5162 26.3
W 1374 5162 23.5
W 1375 5162 20.3
W 1376 5162 20.4
W 1377 5162 19.9
W 1378 5162 20.3
W 1381 5162 19.9
W 1383 5162 20.0
W 1384 5162 20.3
W 1385 5162 19.8
W 1386 5162 18.1
W 1387 5162 17.8
W 1388 5162 18.1
W 1389 5000 29.5
W 1390 5000 28.4
W 1391 5000 28.4
W 1392 5000 28.4
W 1394 5000 23.5
W 1398 5000 17.8
W 1399 5000 17.8
W 1402 4861 29.5
W 1403 4861 29.5
W 1405 4861 28.5
W 1407 4861 28.6
W 1408 4861 26.2
W 1409 4861 23.6
W 1411 4861 17.2
W 1414 4699 29.7
W 1415 4699 29.7
W 1417 4699 28.9
W 1418 4699 28.9
W 1419 4699 28.8
W 1422 4699 17.7
W 1430 4560 17.1
W 1433 4398 26.2
W 1440 4398 16.7
W 1441 4236 23.6
W 1443 4236 17.6
W 1446 4236 16.7
W 1448 4236 17.0
W 1449 4097 26.2
W 1452 4097 17.6
W 1453 4097 17.6
W 1455 4097 16.7
W 1459 3935 29.5
W 1460 3935 26.2
W 1461 3935 23.6
W 1464 3935 17.4
W 1465 3935 17.2
W 1466 3935 16.7
W 1468 3796 29.5
W 1469 3796 26.2
W 1470 3796 23.6
W 1479 3634 29.4
W 1480 3634 26.2
W 1483 3634 17.5
W 1484 3634 17.3
W 1486 3634 17.0
W 1487 3634 16.8
W 1489 3634 16.8
W 1491 3495 29.8
W 1493 3495 29.4
W 1494 3495 23.6
W 1500 3333 29.3
W 1503 3333 23.6
W 1505 3333 16.9
W 1506 3333 16.9
W 1508 3194 29.8
W 1510 3194 29.2
W 1511 3194 29.2
W 1513 3194 26.2
W 1514 3194 23.6
W 1515 3194 17.4
W 1517 3194 17.1
W 1519 3194 17.0
W 1521 3194 17.0
W 1526 3032 28.2
W 1527 3032 28.2
W 1528 3032 26.2
W 1529 3032 17.2
W 1530 3032 17.2
W 1531 3032 17.2
W 1534 3032 17.2
W 1535 2870 31.4
W 1536 2870 30.7
W 1537 2870 30.7
W 1538 2870 30.6
W 1539 2870 30.7
W 1541 2870 30.7
W 1542 2870 30.6
W 1544 2870 30.6
W 1546 2870 29.7
W 1550 2870 28.1
W 1551 2870 28.4
W 1552 2870 28.1
W 1554 2731 31.4
W 1555 2731 30.2
W 1557 2731 30.1
W 1558 2731 30.0
W 1559 2731 30.1
W 1560 2731 30.1
W 1562 2731 29.6
W 1563 2731 29.6
W 1567 2731 28.6
W 1568 2731 28.0
W 1569 2731 27.9
W 1570 2731 27.9
W 1571 2731 27.0
W 1573 2731 26.9
W 1574 2731 26.9
W 1576 2731 26.9
W 1577 2731 26.9
W 1578 2731 26.4
W 1581 2731 27.0
W 1582 2731 26.3
W 1585 2731 26.3
W 1587 2731 26.4
W 1588 2731 23.6
W 1590 2569 31.3
W 1591 2569 29.6
W 1594 2569 25.9
W 1595 2569 25.8
W 1597 2431 31.2
W 1604 2431 28.3
W 1606 2431 25.6
W 1607 2431 25.7
W 1608 2431 23.6
W 1609 2431 23.6
W 1612 2269 30.8
W 1613 2269 30.8
W 1614 2269 30.7
W 1615 2269 30.7
W 1616 2269 30.8
W 1617 2269 30.8
W 1619 2269 30.8
W 1622 2269 28.6
W 1623 2269 25.5
W 1625 2269 23.6
W 1626 2130 31.5
W 1629 2130 29.4
W 1631 2130 28.6
W 1632 2130 23.6
W 1633 1968 31.7
W 1636 1968 29.3
W 1637 1968 28.5
W 1640 1829 31.7
W 1642 1829 29.1
W 1643 1829 29.1
W 1644 1829 29.1
W 1646 1829 28.5
W 1649 1829 23.7
W 1652 1667 28.9
W 1653 1667 23.7
W 1654 1667 23.7
W 1656 1667 23.6
W 1659 1528 31.6
W 1660 1528 31.6
W 1661 1528 29.0
W 1662 1528 29.0
W 1666 1366 31.0
W 1667 1366 31.1
W 1668 1366 31.1
W 1669 1366 30.9
W 1670 1366 30.9
W 1671 1366 30.9
W 1672 1366 30.8
W 1674 1366 30.7
W 1676 1366 30.7
W 1677 1366 30.8
W 1679 1366 30.8
W 1681 1366 30.7
W 1682 1366 28.9
W 1683 1366 28.9
W 1684 1366 23.7
W 1686 1204 31.1
W 1690 1204 23.8
W 1691 1204 23.8
W 1692 1065 31.3
W 1694 1065 23.9
W 1695 1065 23.9
W 1696 903 31.4
W 1697 903 31.5
W 1698 903 30.2
W 1700 903 30.1
W 1701 903 30.1
W 1702 903 28.8
W 1703 903 28.8
W 1704 903 23.7
W 1706 903 23.7
W 1709 764 30.4
W 1710 764 28.9
W 1711 764 28.9
W 1712 764 23.9
W 1713 764 23.9
W 1714 602 31.4
W 1715 602 31.4
W 1716 602 30.7
W 1717 602 30.7
W 1719 602 30.8
W 1720 602 30.7
W 1721 602 30.6
W 1722 602 30.7
W 1723 602 30.6
W 1724 602 30.6
W 1725 602 29.0
W 1726 602 28.9
W 1727 602 29.0
W 1728 602 29.0
W 1729 602 28.4
W 1730 602 28.4
W 1731 602 28.4
W 1732 602 28.4
W 1733 602 27.6
W 1734 602 27.5
W 1736 602 27.5
W 1737 602 24.1
W 1738 602 24.1
W 1740 463 30.8
W 1741 463 30.8
W 1742 463 29.8
W 1743 463 29.7
W 1744 463 28.9
W 1745 463 28.7
W 1746 463 28.7
W 1748 463 28.7
W 1749 463 27.1
W 1750 463 27.1
W 1751 463 27.1
W 1752 463 24.4
W 1753 463 24.4
W 1754 463 24.4
W 1755 301 30.8
W 1756 301 30.0
W 1757 301 30.0
W 1758 301 30.0
W 1759 301 26.7
W 1760 301 26.6
W 1761 301 26.6
W 1762 301 26.6
W 1763 301 26.6
W 1764 301 24.9
W 1765 301 24.8
W 1767 301 24.9
W 1768 301 24.8
W 1769 301 24.8
W 1770 301 24.9
W 1771 162 30.7
W 1772 162 30.6
W 1773 162 30.6
W 1774 162 30.6
W 1775 162 30.6
W 1776 162 30.5
W 1777 162 30.6
W 1778 162 30.3
W 1779 162 30.4
W 1780 162 30.4
W 1781 162 30.4
W 1782 162 30.3
W 1783 162 30.4
W 1784 162 30.3
W 1785 162 30.3
W 1786 0 15.0
